title,genre,budget,runtime,year,month,revenue
Lara Croft Tomb Raider: The Cradle of Life,Action,95000000,117.0,2003,7,156505388
Terminator Genisys,Science Fiction,155000000,126.0,2015,6,440603537
Blades of Glory,Action,53000000,93.0,2007,3,0
The Mothman Prophecies,Drama,32000000,119.0,2002,1,55157539
Rollerball,Action,0,98.0,2002,2,0
A Very Long Engagement,Drama,47000000,133.0,2004,10,0
The Curse of the Jade Scorpion,Comedy,0,103.0,2001,8,0
The Mechanic,Action,40000000,93.0,2011,1,51070807
Big Momma's House,Crime,30000000,98.0,2000,5,173959438
Stranger Than Fiction,Comedy,30000000,113.0,2006,9,53653224
Everest,Adventure,55000000,121.0,2015,9,203427584
Armageddon,Action,140000000,151.0,1998,7,553799566
Legend,Crime,25000000,131.0,2015,9,42972994
Captain Phillips,Action,55000000,134.0,2013,10,95000000
Pocahontas,Adventure,55000000,81.0,1995,6,346079773
All That Jazz,Drama,0,123.0,1979,12,37823676
Bridget Jones's Diary,Comedy,25000000,97.0,2001,4,281929795
The Muppets,Comedy,45000000,103.0,2011,11,165184237
Walking Tall,Adventure,56000000,86.0,2004,4,57223890
The Girl Next Door,Comedy,25000000,108.0,2004,4,30411183
GoodFellas,Drama,25000000,145.0,1990,9,46836394
Ballistic: Ecks vs. Sever,Action,70000000,91.0,2002,9,19924033
J. Edgar,Drama,35000000,137.0,2011,11,84606030
Stealth,Action,135000000,121.0,2005,7,76932943
Cursed,Horror,35000000,97.0,2005,2,19294901
The Watch,Comedy,68000000,98.0,2012,7,68267862
Life of Pi,Adventure,120000000,127.0,2012,11,609016565
The Producers,Comedy,45000000,134.0,2005,12,38058335
The One,Action,49000000,87.0,2001,11,72700000
Superman II,Action,54000000,127.0,1980,12,190458706
Toy Story 2,Animation,90000000,92.0,1999,10,497366869
The English Patient,Drama,27000000,162.0,1996,11,231976425
The Emperor's New Groove,Adventure,100000000,78.0,2000,12,169327687
A Walk Among the Tombstones,Crime,28000000,113.0,2014,9,53181600
Soldier,Action,75000000,99.0,1998,10,14567883
Terminator Salvation,Action,200000000,115.0,2009,5,371353001
The Chronicles of Riddick,Action,105000000,119.0,2004,6,115772733
Lincoln,,65000000,149.0,2012,11,275293450
Drive Angry,Fantasy,50000000,105.0,2011,2,28931401
Fantastic Four,Action,120000000,100.0,2015,8,167977596
Titan A.E.,Animation,75000000,94.0,2000,6,36754634
War,Action,25000000,103.0,2007,8,40452643
The Sum of All Fears,Thriller,68000000,124.0,2002,5,193000000
Tombstone,Action,25000000,130.0,1993,12,56505065
Shanghai Noon,Adventure,55000000,110.0,2000,5,56932305
Lara Croft: Tomb Raider,Adventure,115000000,100.0,2001,6,274703340
Dragonball Evolution,Action,100000000,85.0,2009,4,0
End of Days,Action,100000000,121.0,1999,11,211989043
Doom,Adventure,60000000,105.0,2005,10,55987321
Any Given Sunday,Drama,55000000,163.0,1999,12,100230832
Cloudy with a Chance of Meatballs,Animation,100000000,90.0,2009,9,242988466
The Infiltrator,Crime,25000000,127.0,2016,7,15436808
Holy Man,Drama,60000000,114.0,1998,10,0
The Punisher,Action,33000000,124.0,2004,4,54700105
The Judge,Drama,50000000,141.0,2014,10,83719388
Ben-Hur,Drama,100000000,125.0,2016,8,94061311
Mr. Holland's Opus,,0,137.0,1995,12,106269971
Big Trouble,Action,40000000,85.0,2002,4,8493890
Indiana Jones and the Temple of Doom,Adventure,28000000,118.0,1984,5,333000000
Knock Off,Action,33000000,91.0,1998,9,0
Insomnia,Crime,46000000,118.0,2002,5,113714830
Flatliners,Drama,26000000,115.0,1990,8,61489265
Bridesmaids,Comedy,32500000,125.0,2011,4,288383523
The Road to El Dorado,Adventure,95000000,89.0,2000,3,76432727
Land of the Lost,Adventure,100000000,102.0,2009,6,68688831
Eagle Eye,,80000000,118.0,2008,9,178066569
Red Dragon,Crime,78000000,124.0,2002,9,209196298
The Finest Hours,Action,80000000,114.0,2016,1,52099090
The Fugitive,Adventure,44000000,130.0,1993,8,368875760
Seven Years in Tibet,Adventure,70000000,136.0,1997,9,131457682
Monster House,Animation,75000000,91.0,2006,7,140175006
Agent Cody Banks 2: Destination London,Comedy,26000000,100.0,2004,12,28818995
A Civil Action,Drama,70000000,115.0,1998,3,56702901
Romeo Must Die,Action,25000000,115.0,2000,3,91036760
Point Break,Action,105000000,114.0,2015,12,133718711
Snake Eyes,Crime,73000000,98.0,1998,8,103891409
Punisher: War Zone,Action,20500000,102.0,2008,12,10089373
City of Angels,Drama,55000000,114.0,1998,4,198685114
The Shadow,Adventure,25000000,108.0,1994,7,48063435
Zoolander,Comedy,28000000,89.0,2001,9,60780981
Inglourious Basterds,Drama,70000000,153.0,2009,8,319131050
The Siege,Drama,70000000,116.0,1998,11,116672912
The Campaign,Comedy,0,85.0,2012,8,104907746
Ice Princess,Drama,25000000,98.0,2005,3,27645491
The First Wives Club,Comedy,26000000,102.0,1996,9,116400000
The Odd Life of Timothy Green,Fantasy,0,105.0,2012,8,51854875
3 Days to Kill,Action,28000000,113.0,2014,2,52597999
Runner Runner,Crime,30000000,91.0,2013,9,62616646
Blade Runner,Science Fiction,28000000,117.0,1982,6,33139618
Forrest Gump,Comedy,55000000,142.0,1994,7,677945399
Poseidon,Adventure,160000000,99.0,2006,5,181674817
The Boat That Rocked,Drama,50000000,116.0,2009,4,36348784
Jade,Action,50000000,95.0,1995,10,9851610
The Walk,Adventure,35000000,123.0,2015,9,61181942
Dream House,Drama,50000000,84.0,2011,9,38502340
Herbie Fully Loaded,Comedy,50000000,101.0,2005,6,66002004
What Women Want,Comedy,70000000,127.0,2000,12,374111707
The Right Stuff,Drama,27000000,193.0,1983,10,21500000
Frequency,Crime,31000000,118.0,2000,4,68106245
Taken 3,Thriller,48000000,109.0,2014,12,325771424
Self/less,Science Fiction,26000000,116.0,2015,7,30523226
True Lies,Action,115000000,141.0,1994,7,378882411
Hotel for Dogs,Comedy,35000000,100.0,2009,1,73034460
Grudge Match,Comedy,40000000,113.0,2013,12,44907260
Duplex,Action,40000000,89.0,2003,9,19322135
The Adventures of Pluto Nash,Action,100000000,95.0,2002,8,7103973
The Replacements,Comedy,0,118.0,2000,8,0
Memoirs of an Invisible Man,Comedy,40000000,99.0,1992,2,14358033
Get Carter,Action,63600000,102.0,2000,10,19412993
Furry Vengeance,Comedy,35000000,92.0,2010,4,39340177
"Me, Myself & Irene",Comedy,51000000,116.0,2000,6,149270999
The American President,Comedy,62000000,106.0,1995,11,107879496
New Year's Eve,Comedy,56000000,118.0,2011,12,142044638
I Spy,Action,70000000,97.0,2002,10,33561137
Unleashed,Action,45000000,103.0,2005,2,50871113
Muppets from Space,Fantasy,24000000,87.0,1999,7,16290976
